라가, 65, 149
아라, 54, 162
파자, 76, 159
라라, 66, 191
자사, 43, 191
나사, 67, 193
다아, 41, 162
타사, 97, 155
사마, 67, 157
카마, 67, 188
바파, 62, 162
차가, 85, 189
카차, 68, 197
파차, 90, 197
바타, 62, 146
자파, 89, 153
자아, 58, 161
나바, 60, 156
가바, 56, 183
차카, 75, 150
바다, 53, 150
자타, 78, 195
파카, 63, 197
다타, 77, 182
아가, 67, 142
마차, 58, 152
사차, 87, 145
자사, 67, 168
파차, 42, 175
사가, 72, 180
파파, 46, 199
바하, 68, 150
사가, 92, 147
아사, 87, 164
아카, 63, 160
가사, 68, 147
가자, 98, 165
파자, 69, 173
라나, 84, 141
차가, 85, 184
하사, 70, 197
아라, 70, 184
파타, 58, 190
라나, 56, 162
하차, 77, 173
차사, 53, 149
나나, 56, 153
마다, 51, 174
하나, 97, 148
카다, 60, 180
타파, 47, 167
하마, 68, 148
마가, 51, 178
마파, 90, 177
파라, 44, 196
하차, 47, 158
자나, 69, 198
아나, 92, 155
카다, 66, 167
자나, 84, 184
사사, 96, 165
바파, 85, 170
타나, 69, 180
하나, 99, 153
카가, 99, 169
하가, 71, 150
나사, 82, 141
자라, 99, 185
파가, 99, 152
바다, 73, 154
자카, 41, 141
파하, 99, 196
다파, 88, 198
다사, 58, 157
아카, 75, 178
타타, 57, 163
다타, 82, 148
차자, 87, 149
타카, 97, 149
나다, 75, 168
마마, 66, 150
타다, 61, 162
카카, 89, 162
차자, 89, 175
나다, 92, 194
파타, 50, 192
카사, 94, 186
하라, 97, 159
가마, 62, 146
차타, 60, 167
바가, 66, 159
바자, 70, 194
가라, 88, 178
가아, 69, 150
나나, 87, 143
타하, 56, 168
바카, 52, 177
파다, 80, 152
차라, 55, 192
차카, 91, 192
바바, 46, 161
마가, 64, 190
마파, 48, 155
마사, 55, 181
차타, 45, 198
차자, 94, 181
사나, 79, 188
사파, 61, 147
바마, 62, 141
가차, 80, 157
아카, 97, 141
자사, 73, 197
다다, 85, 153
가차, 72, 187
다카, 58, 166
아다, 40, 148
자타, 91, 166
타사, 89, 143
아타, 82, 161
차마, 56, 142
카타, 51, 177
자바, 46, 148
아사, 64, 151
파가, 77, 150
하바, 53, 160
사파, 89, 196
가바, 82, 168
바하, 44, 194
자파, 49, 181
마카, 60, 159
바하, 87, 150
다마, 95, 159
파아, 98, 168
하자, 68, 182
마차, 78, 160
마차, 81, 153
라다, 96, 147
하아, 51, 173
하차, 67, 166
다차, 80, 143
라바, 76, 178
차파, 94, 165
바라, 41, 189
라가, 44, 154
사다, 45, 175
라카, 80, 156
타마, 88, 162
가하, 75, 159
나라, 81, 141
가라, 47, 175
라마, 67, 161
자가, 86, 152
하가, 76, 150
나카, 85, 169
다자, 89, 168
하하, 46, 194
파마, 89, 191
하아, 75, 153
차마, 90, 168
마자, 53, 163
바마, 42, 162
마다, 67, 168
차바, 55, 178
하사, 89, 158
하자, 54, 181
하파, 88, 167
자다, 80, 178
바라, 89, 182
다다, 51, 143
라카, 55, 166
아아, 42, 193
파파, 42, 192
차나, 57, 175
차바, 46, 140
바라, 56, 173
나바, 90, 179
자하, 86, 195
파라, 94, 178
카파, 99, 161
사다, 66, 146
타타, 70, 179
자라, 76, 169
하아, 48, 145
바자, 96, 157
파자, 41, 177
카자, 44, 164
하가, 74, 198
자아, 88, 185
라나, 78, 187
타바, 87, 181
나타, 74, 198
사자, 99, 153
마가, 90, 188
나카, 45, 149
자아, 63, 162
카하, 83, 157
가바, 73, 186
아하, 99, 175
파카, 79, 146
다자, 58, 162
아하, 65, 142
라나, 80, 144
다사, 66, 184
자파, 41, 151
바아, 74, 196
가라, 54, 196
타라, 53, 170
카바, 70, 188
차사, 99, 190
차다, 96, 147
타차, 88, 199
사자, 41, 148
아마, 95, 144
마차, 76, 187
다사, 74, 177
나다, 71, 191
하차, 92, 155
카카, 91, 184
바아, 79, 145
바나, 83, 158
바나, 41, 188
사다, 89, 152
사마, 45, 196
파마, 60, 145
바라, 86, 172
파라, 57, 143
나차, 99, 175
하바, 83, 167
아타, 64, 165
다마, 72, 169
하카, 53, 178
파타, 95, 177
자카, 59, 150
하하, 97, 184
마타, 56, 164
라다, 85, 185
마나, 73, 161
자나, 41, 175
카라, 55, 155
마다, 67, 165
사카, 66, 183
아파, 76, 169
나바, 93, 197
차자, 69, 154
카차, 82, 146
타마, 41, 152
라하, 45, 140
파다, 81, 143
아바, 98, 153
자타, 83, 177
가카, 41, 199
사다, 67, 144
나라, 91, 155
마파, 59, 165
하파, 81, 188
타나, 88, 163
자타, 93, 166
나차, 95, 152
자차, 50, 194
타다, 67, 140
다바, 75, 175
하파, 52, 177
타차, 89, 177
바사, 81, 150
하카, 55, 149
차바, 96, 154
아차, 46, 160
파파, 61, 197
나라, 89, 165
사다, 52, 155
아자, 89, 198
마차, 45, 175
바타, 43, 154
카차, 89, 189
마타, 91, 166
파타, 41, 158
아가, 68, 146
라마, 71, 153
라아, 75, 141
파라, 84, 152
라타, 75, 164
나사, 98, 165
자타, 96, 177
자가, 48, 181
파사, 45, 171
자바, 96, 174
다마, 61, 156
다파, 58, 199
타사, 56, 164
타타, 79, 146
나마, 89, 161
차자, 89, 173
바바, 98, 140
사파, 92, 158
카타, 85, 149
차라, 40, 177
마가, 73, 173
파타, 51, 195
바카, 74, 177
아마, 51, 165
가바, 49, 174
자라, 98, 155
타카, 54, 182
타바, 92, 180
가가, 64, 183
사아, 99, 198
타나, 59, 157
나라, 96, 186
자라, 72, 179
아바, 50, 164
아차, 54, 178
하나, 55, 184
하바, 92, 145
하카, 92, 197
하가, 64, 195
차사, 46, 159
자마, 59, 166
나다, 96, 155
바마, 90, 155
사아, 59, 192
차하, 55, 184
차나, 59, 150
자라, 64, 198
자차, 43, 193
다자, 46, 157
바마, 69, 172
사파, 68, 189
마가, 83, 193
사차, 85, 158
차가, 71, 169
하자, 55, 163
타차, 75, 178
나마, 71, 177
파카, 71, 158
라마, 56, 144
사파, 47, 193
파차, 52, 194
사라, 74, 184
파바, 74, 153
나가, 89, 156
차사, 82, 179
나가, 71, 163
타파, 43, 145
다사, 63, 177
다사, 88, 146
하자, 41, 176
타카, 75, 177
카바, 71, 163
다차, 55, 149
나타, 92, 185
라나, 48, 199
바아, 91, 162
바가, 55, 186
마마, 84, 165
가파, 47, 192
타차, 62, 141
나바, 74, 195
타타, 72, 166
바가, 59, 172
타자, 58, 150
파가, 57, 191
파카, 91, 163
다자, 91, 158
가사, 93, 150
마다, 64, 190
라다, 40, 148
사자, 62, 176
마가, 52, 176
마파, 90, 184
다아, 93, 186
파하, 81, 164
사나, 89, 161
다자, 62, 191
아나, 76, 150
아나, 49, 181
파라, 74, 199
파아, 97, 143
카자, 83, 197
파바, 44, 168
하아, 75, 150
아마, 57, 173
카하, 79, 150
파라, 62, 196
차라, 61, 175
바마, 91, 198
하하, 68, 152
나마, 90, 184
다카, 66, 193
가바, 64, 169
가나, 58, 187
차바, 92, 188
마아, 94, 190
가차, 81, 173
나차, 76, 175
가자, 70, 179
자파, 49, 153
가카, 51, 179
차아, 52, 174
자나, 91, 191
사타, 67, 169
자다, 70, 163
라카, 55, 199
다아, 48, 191
파자, 99, 186
카하, 55, 192
라파, 97, 149
사아, 93, 154
타라, 71, 161
사나, 73, 147
바차, 66, 186
타카, 88, 161
가바, 97, 160
타파, 99, 140
사타, 74, 158
아마, 87, 151
차다, 86, 154
바카, 43, 160
하가, 94, 186
사가, 61, 179
라차, 97, 143
바라, 98, 198
마자, 66, 197
가차, 57, 173
카라, 56, 199
바사, 99, 170
파가, 44, 191
하카, 94, 185
자파, 59, 161
파라, 57, 153
타가, 91, 198
타파, 65, 147
다파, 75, 167
나파, 63, 170
하사, 90, 186
가카, 86, 197
카바, 48, 186
타나, 83, 163
사카, 43, 186
나사, 59, 155
하사, 71, 179
라라, 70, 192
사바, 96, 155
가바, 81, 198
차가, 78, 181
나마, 73, 198
자타, 45, 162
라카, 91, 188
가사, 46, 160
가라, 97, 147
자자, 44, 190
가타, 92, 147
자바, 62, 184
타사, 56, 152
자자, 40, 191
자자, 97, 176
바파, 88, 171
나하, 55, 173
마마, 47, 197
타파, 69, 192
아아, 62, 179
라카, 88, 154
자사, 86, 176
사차, 98, 181
바아, 42, 165
아마, 40, 144
카카, 51, 176
나가, 76, 194
마자, 40, 168
마다, 86, 165
하라, 64, 177
타차, 52, 170
다아, 74, 188
마사, 58, 141
가자, 75, 158
아나, 62, 169
라하, 82, 177
타다, 62, 163
타바, 59, 146
타사, 60, 186
사차, 58, 166
사아, 94, 148
나나, 52, 155
타파, 41, 151
바마, 75, 174
카하, 49, 195
나다, 91, 176
마파, 77, 190
아아, 40, 147
타하, 56, 154
다다, 83, 163
자타, 56, 166
다카, 95, 181
나카, 76, 166
가바, 91, 175
차파, 50, 143
차타, 42, 180
라나, 90, 151
카타, 78, 157
자바, 66, 173
카가, 79, 192
차가, 75, 194
파사, 46, 176
사마, 92, 155
다타, 48, 188
아마, 99, 143
마나, 78, 155
하다, 42, 176
타바, 61, 158
다아, 95, 197
파타, 88, 155
마라, 77, 151
나나, 80, 150
차자, 63, 169
파타, 55, 162
다타, 56, 167
하바, 62, 155
아아, 47, 147
라다, 44, 144
아라, 78, 143
마카, 46, 145
마타, 84, 160
가하, 59, 172
하다, 65, 156
자아, 71, 175
사가, 43, 140
파사, 77, 158
자아, 47, 197
타타, 78, 176
타아, 60, 157
카타, 82, 189
라타, 97, 158
라카, 51, 181
아타, 49, 177
마나, 46, 178
타차, 62, 177
라자, 87, 195
아차, 43, 185
가가, 61, 184
카다, 91, 161
아나, 54, 193
바하, 76, 187
자자, 61, 152
자마, 51, 172
라하, 76, 199
라파, 43, 143
라아, 47, 178
나마, 71, 175
자카, 61, 187
라사, 49, 146
나나, 97, 181
하파, 58, 196
자카, 83, 194
바자, 93, 150
파자, 59, 164
하자, 80, 143
파사, 63, 169
가카, 71, 197
자카, 52, 169
아가, 79, 158
타나, 76, 163
마파, 68, 184
다아, 97, 166
라마, 61, 154
자가, 71, 145
카차, 57, 178
아하, 68, 175
자바, 63, 180
사타, 64, 156
하마, 81, 140
가사, 66, 173
가아, 91, 178
사타, 95, 167
라가, 89, 149
타아, 83, 187
아사, 63, 145
타가, 65, 186
바가, 56, 157
하하, 82, 167
파파, 83, 184
하아, 56, 182
자마, 41, 190
자가, 97, 180
마타, 95, 171
